title,company,location,experience,url,description,salary,source,scrape_date,job_type
Software Engineer (Python & NodeJS),Appy Pie,Noida,2-7 Yrs,https://www.naukri.com/job-listings-software-engineer-python-nodejs-appy-pie-noida-2-to-7-years-010525504082,,Not disclosed,Naukri,2025-05-01,Full Time
"Software Engineer, Java",NatWest Markets,"Chennai, Gurugram",4-7 Yrs,https://www.naukri.com/job-listings-software-engineer-java-natwest-group-chennai-gurugram-4-to-7-years-290425505943,,Not disclosed,Naukri,2025-05-01,Full Time
Modelling & Data Science Manager,Merkle Inc,"New Delhi, Pune, Bengaluru",3-5 Yrs,https://www.naukri.com/job-listings-modelling-data-science-manager-merkle-inc-new-delhi-pune-bengaluru-3-to-5-years-250425503407,,Not disclosed,Naukri,2025-05-01,Full Time
"Software Engineer, Java",Natwest Services,"Chennai, Gurugram",4-7 Yrs,https://www.naukri.com/job-listings-software-engineer-java-national-westminster-bank-natwest-chennai-gurugram-4-to-7-years-290425504356,,Not disclosed,Naukri,2025-05-01,Full Time
Data Science/AI ML Developer opportunity with Hexaware!!!,Hexaware Technologies,"Hybrid - Chennai, Pune, Bengaluru",6-11 Yrs,https://www.naukri.com/job-listings-data-science-ai-ml-developer-opportunity-with-hexaware-hexaware-technologies-pune-chennai-bengaluru-6-to-11-years-290425020445,,Not disclosed,Naukri,2025-05-01,Full Time
LD Trainer - Python Data Science/Data Analytics,Leading Client,"Chennai, Delhi / NCR, Bengaluru",9-14 Yrs,https://www.naukri.com/job-listings-ld-trainer-python-data-science-data-analytics-ave-promagne-business-solutions-chennai-delhi-ncr-bengaluru-9-to-14-years-250425923848,,Not disclosed,Naukri,2025-05-01,Full Time
Data Science Engineer - Offshore,Prodapt Solutions,Chennai,6-11 Yrs,https://www.naukri.com/job-listings-data-science-engineer-offshore-prodapt-solutions-private-limited-chennai-6-to-11-years-250425920858,,Not disclosed,Naukri,2025-05-01,Full Time
VP Product Data Science,Angel One,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",7-12 Yrs,https://www.naukri.com/job-listings-vp-product-data-science-angel-broking-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-7-to-12-years-290425502402,,Not disclosed,Naukri,2025-05-01,Full Time
Data Science Trainer,Sunstone Eduversity,Chennai,1-5 Yrs,https://www.naukri.com/job-listings-data-science-trainer-sunstone-chennai-1-to-5-years-210425011124,,Not disclosed,Naukri,2025-05-01,Full Time
"Senior Specialist, Data Science",Brainlabs,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",4-6 Yrs,https://www.naukri.com/job-listings-senior-specialist-data-science-brainlabs-digital-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-6-years-170425501368,,Not disclosed,Naukri,2025-05-01,Full Time
Lead II - Data Science,UST,"Chennai, Kochi, Bengaluru, Thiruvananthapuram",7-9 Yrs,https://www.naukri.com/job-listings-lead-ii-data-science-ust-kochi-chennai-bengaluru-thiruvananthapuram-7-to-9-years-160425502308,,Not disclosed,Naukri,2025-05-01,Full Time
"Senior Manager, Data Science",Oportun,Remote,7-12 Yrs,https://www.naukri.com/job-listings-senior-manager-data-science-oportun-chennai-7-to-12-years-021224006976,,Not disclosed,Naukri,2025-05-01,Full Time
"Senior Analyst, Data Science (R-17677)",DUN BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,Chennai,5-8 Yrs,https://www.naukri.com/job-listings-senior-analyst-data-science-r-17677-dun-bradstreet-information-services-india-private-limited-chennai-5-to-8-years-080425504261,,Not disclosed,Naukri,2025-05-01,Full Time
AI & Data Science Specialist (Women Career Comeback Program),Qween,"Hybrid - Chennai, Pune",3-8 Yrs,https://www.naukri.com/job-listings-ai-data-science-specialist-women-career-comeback-program-qween-pune-chennai-3-to-8-years-240425012429,,11-21 Lacs PA,Naukri,2025-05-01,Full Time
"Senior Specialist, Data Science",Brainlabs,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",4-6 Yrs,https://www.naukri.com/job-listings-senior-specialist-data-science-brainlabs-group-of-companies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-6-years-170425501271,,Not disclosed,Naukri,2025-05-01,Full Time
"GenAI with Data Science, AI, and Analytics - Senior Professional",Hexaware Technologies,"Chennai, Pune",10-17 Yrs,https://www.naukri.com/job-listings-genai-with-data-science-ai-and-analytics-senior-professional-hexaware-technologies-pune-chennai-10-to-17-years-040425023148,,Not disclosed,Naukri,2025-05-01,Full Time
"Director, Data Science",Oportun,Remote,9-14 Yrs,https://www.naukri.com/job-listings-director-data-science-oportun-chennai-9-to-14-years-021224007090,,Not disclosed,Naukri,2025-05-01,Full Time
Data Science Trainer,Softlogic,Chennai(KK Nagar),2-7 Yrs,https://www.naukri.com/job-listings-data-science-trainer-softlogic-chennai-2-to-7-years-190425005755,,Not disclosed,Naukri,2025-05-01,Full Time
Data Science Lead,Wipro,Chennai,8-10 Yrs,https://www.naukri.com/job-listings-data-science-lead-wipro-limited-chennai-8-to-10-years-090425920501,,Not disclosed,Naukri,2025-05-01,Full Time
"Engineer, Data Science",KLA,Chennai,2-5 Yrs,https://www.naukri.com/job-listings-engineer-data-science-kla-tencor-software-india-pvt-ltd-chennai-2-to-5-years-090425502339,,Not disclosed,Naukri,2025-05-01,Full Time
Senior Data Science Engineer,Aspire Systems,Chennai,8-12 Yrs,https://www.naukri.com/job-listings-senior-data-science-engineer-aspire-systems-india-p-ltd-chennai-8-to-12-years-090425913559,,Not disclosed,Naukri,2025-05-01,Full Time
Data Science Trainer,Guvi,"Hybrid - Chennai, Hyderabad, Bengaluru",3-5 Yrs,https://www.naukri.com/job-listings-data-science-trainer-guvi-hyderabad-chennai-bengaluru-3-to-5-years-060325015512,,5-10 Lacs PA,Naukri,2025-05-01,Full Time
Data Science Engineer,Hiring For Top Most Prestigious MNCs,"Chennai, Hyderabad, Bengaluru",5-10 Yrs,https://www.naukri.com/job-listings-data-science-engineer-black-and-white-business-solutions-hyderabad-chennai-bengaluru-5-to-10-years-040425022194,,Not disclosed,Naukri,2025-05-01,Full Time
Data Science Engineer,Aspire Systems,Chennai,3-5 Yrs,https://www.naukri.com/job-listings-data-science-engineer-aspire-systems-india-p-ltd-chennai-3-to-5-years-100425911476,,Not disclosed,Naukri,2025-05-01,Full Time
Sr. Software Engineer- Fullstack,Irdeto,Hybrid - Noida,5-8 Yrs,https://www.naukri.com/job-listings-sr-software-engineer-fullstack-irdeto-noida-5-to-8-years-040225007892,,Not disclosed,Naukri,2025-05-01,Full Time
Software Engineer - Full Stack Engineer (AI),The Economist Group Ltd,"Gurugram, Bengaluru",2-6 Yrs,https://www.naukri.com/job-listings-software-engineer-full-stack-engineer-ai-the-economist-group-ltd-gurugram-bengaluru-2-to-6-years-300425500602,,Not disclosed,Naukri,2025-05-01,Full Time
Software Engineer (Python & NodeJS),Appy Pie,Noida,2-7 Yrs,https://www.naukri.com/job-listings-software-engineer-python-nodejs-appy-pie-noida-2-to-7-years-010525504082,,Not disclosed,Naukri,2025-05-01,Full Time
"Software Engineer, Java",NatWest Markets,"Chennai, Gurugram",4-7 Yrs,https://www.naukri.com/job-listings-software-engineer-java-natwest-group-chennai-gurugram-4-to-7-years-290425505943,,Not disclosed,Naukri,2025-05-01,Full Time
Modelling & Data Science Manager,Merkle Inc,"New Delhi, Pune, Bengaluru",3-5 Yrs,https://www.naukri.com/job-listings-modelling-data-science-manager-merkle-inc-new-delhi-pune-bengaluru-3-to-5-years-250425503407,,Not disclosed,Naukri,2025-05-01,Full Time
"Software Engineer, Java",Natwest Services,"Chennai, Gurugram",4-7 Yrs,https://www.naukri.com/job-listings-software-engineer-java-national-westminster-bank-natwest-chennai-gurugram-4-to-7-years-290425504356,,Not disclosed,Naukri,2025-05-01,Full Time
"Fullstack Engineer(C/.NET, Angular, Azure) IRC254785",GlobalLogic,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/fullstack-engineerc-net-angular-azure-irc/globallogic/17029132,N/A,Not specified,Shine,2025-05-01,Full Time
Dotnet Developer with Azure,CodesmoTech,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/dotnet-developer-with-azure/codesmotech/17029015,N/A,Not specified,Shine,2025-05-01,Full Time
BIM Engineer - Fire Life Safety,WSP,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/bim-engineer-fire-life-safety/wsp/17029012,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
Lead Instrumentation Site Design Engineer,Live Connections.,"Pune, United Arab Emirates, Faridabad",Not specified,https://www.shine.com/jobs/lead-instrumentation-site-design-engineer/live-connections/17029578,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Draughtsman - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,"Bangalore, Delhi",Not specified,https://www.shine.com/jobs/mep-draughtsman-construction/mepa2z-llp/17029515,N/A,Not specified,Shine,2025-05-01,Full Time
Project Manager Construction MEP /Electrical Engineer,HR JOBS CONSULTANCY,"Pune, Bhubaneswar, Jaipur, Noida, Indore, Lucknow, Gurugram, Kolkata, Jamshedpur, Patna",Not specified,https://www.shine.com/jobs/project-manager-construction-mep-electrical-engineer/hr-jobs-consultancy/17029541,N/A,Not specified,Shine,2025-05-01,Full Time
Biomedical Engineer,SAIKOR SECURITY TRAINING AND SERVICES PRIVATE LIMITED,"Bangalore, Noida, Chennai, Hyderabad, Gurugram, Kolkata, Pune, Mumbai City, Andaman-Nicobar, Port Blair",Not specified,https://www.shine.com/jobs/biomedical-engineer/saikor-security-training-and-services-private-limited/17021164,N/A,Not specified,Shine,2025-05-01,Full Time
Speech and Language Data Engineer,Cerence AI,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/speech-and-language-data-engineer/cerence-ai/17029342,N/A,Not specified,Shine,2025-05-01,Full Time
C WPF with Technical Product Managment Exp For B'lore IT Companies,WHITE HORSE MANPOWER CONSULTANCY (P) LTD,Bangalore,Not specified,https://www.shine.com/jobs/c-wpf-with-technical-product-managment-exp-for-blore-it-companies/white-horse-manpower-consultancy-p-ltd/17021059,N/A,Not specified,Shine,2025-05-01,Full Time
Software Engineering Manager (Java Full Stack),Amdocs,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/software-engineering-manager-java-full-stack/amdocs/17029242,N/A,Not specified,Shine,2025-05-01,Full Time
Part Time (Data Entry-Online Typing Work) Home Based OR Work From Home,Desnor Destination Pvt. Ltd.,"Noida, Delhi, Faridabad, Ghaziabad, Gurugram",Not specified,https://www.shine.com/jobs/part-time-data-entry-online-typing-work-home-based-or-work-from-home/desnor-destination-pvt-ltd/17029529,N/A,Not specified,Shine,2025-05-01,Full Time
Senior R&D Software Engineer (Licensing & Software Design Automation),Changeleaders Consulting Private Limited,"Bangalore, Gurugram",Not specified,https://www.shine.com/jobs/senior-rd-software-engineer-licensing-software-design-automation/changeleaders-consulting-private-limited/17029524,N/A,Not specified,Shine,2025-05-01,Full Time
".NET Developer for Bangalore & Hyderabad, Need Immediate Joiners for IT",WHITE HORSE MANPOWER CONSULTANCY (P) LTD,"Bangalore, Hyderabad",Not specified,https://www.shine.com/jobs/net-developer-for-bangalore-hyderabad-need-immediate-joiners-for-it/white-horse-manpower-consultancy-p-ltd/17021052,N/A,Not specified,Shine,2025-05-01,Full Time
Decision Analytics Associate Consultant - Primary Market Research,ZS,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/decision-analytics-associate-consultant-primary-market-research/zs/17029238,N/A,Not specified,Shine,2025-05-01,Full Time
Social Media Marketing (WFH) Part Time Fresher Also Apply,Desnor Destination Pvt. Ltd.,"Noida, Delhi, Faridabad, Ghaziabad, Gurugram",Not specified,https://www.shine.com/jobs/social-media-marketing-wfh-part-time-fresher-also-apply/desnor-destination-pvt-ltd/17029543,N/A,Not specified,Shine,2025-05-01,Full Time
Sap Fico Lead,Changeleaders Consulting Private Limited,Bangalore,Not specified,https://www.shine.com/jobs/sap-fico-lead/changeleaders-consulting-private-limited/17029523,N/A,Not specified,Shine,2025-05-01,Full Time
Embedded Software Development Engineer,MNR Solutions Pvt Ltd,"Bangalore, Chennai",Not specified,https://www.shine.com/jobs/embedded-software-development-engineer/mnr-solutions-pvt-ltd/17017207,N/A,Not specified,Shine,2025-05-01,Full Time
"Software Engineer / Specialist / TL - IMS DB, Cobol (2-9 Yr)",Amdocs,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/software-engineer-specialist-tl-ims-db-cobol-2-9-yr/amdocs/17029209,N/A,Not specified,Shine,2025-05-01,Full Time
Head Production (Cement Plant),HR JOBS CONSULTANCY,"Bareilly, Lucknow, Bhubaneswar, Jaipur, Chattisgarh, Gurugram, Pune, Katni, Satna",Not specified,https://www.shine.com/jobs/head-production-cement-plant/hr-jobs-consultancy/17029549,N/A,Not specified,Shine,2025-05-01,Full Time
Test Engineer,AppSoft Solutions,"Bangalore, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/test-engineer/appsoft-solutions/16949244,N/A,Not specified,Shine,2025-05-01,Full Time
Head Production (Cement Plant),HR JOBS CONSULTANCY,"Pune, Bhubaneswar, Bareilly, Jaipur, Chattisgarh, Lucknow, Gurugram, Katni, Satna",Not specified,https://www.shine.com/jobs/head-production-cement-plant/hr-jobs-consultancy/17029549,N/A,Not specified,Shine,2025-05-01,Full Time
Customer Support - International Voice,Delphic Jobs,Bangalore,Not specified,https://www.shine.com/jobs/customer-support-international-voice/delphic-jobs/17029501,N/A,Not specified,Shine,2025-05-01,Full Time
Business Analyst - Asset Management Tech,M&G plc,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/business-analyst-asset-management-tech/mg-plc/17029163,N/A,Not specified,Shine,2025-05-01,Full Time
Software Engineer,AppSoft Solutions,"Bangalore, Noida, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/software-engineer/appsoft-solutions/16949226,N/A,Not specified,Shine,2025-05-01,Full Time
Interior Architect,homedesignia,Noida,Not specified,https://www.shine.com/jobs/interior-architect/homedesignia/17029537,N/A,Not specified,Shine,2025-05-01,Full Time
Salesforce Data Cloud,Best Infosystems Ltd,"Pune, Bangalore, Noida, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/salesforce-data-cloud/best-infosystems-ltd/17029498,N/A,Not specified,Shine,2025-05-01,Full Time
Salesforce Data Cloud,Best Infosystems Ltd,"Bangalore, Noida, Pune, Mumbai City, Delhi",Not specified,https://www.shine.com/jobs/salesforce-data-cloud/best-infosystems-ltd/17029498,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
Part Time (Data Entry-Online Typing Work) Home Based OR Work From Home,Desnor Destination Pvt. Ltd.,"Noida, Delhi, Faridabad, Ghaziabad, Gurugram",Not specified,https://www.shine.com/jobs/part-time-data-entry-online-typing-work-home-based-or-work-from-home/desnor-destination-pvt-ltd/17029529,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
GIS Substation Design Engineer - Mechanical,Siemens,"Pune, Maharashtra",Not specified,https://www.shine.com/jobs/gis-substation-design-engineer-mechanical/siemens/17029106,N/A,Not specified,Shine,2025-05-01,Full Time
Part-time Data Entry Computer Operator Remote work,VISHWANATH ENTERPRISES,"Pune, Bangalore, Ernakulam, Chennai, Hyderabad, Kolkata, Chandigarh, Mangalore, Mysore, Ahmedabad",Not specified,https://www.shine.com/jobs/part-time-data-entry-computer-operator-remote-work/vishwanath-enterprises/17029558,N/A,Not specified,Shine,2025-05-01,Full Time
"Fullstack Engineer(C/.NET, Angular, Azure) IRC254785",GlobalLogic,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/fullstack-engineerc-net-angular-azure-irc/globallogic/17029132,N/A,Not specified,Shine,2025-05-01,Full Time
Dotnet Developer with Azure,CodesmoTech,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/dotnet-developer-with-azure/codesmotech/17029015,N/A,Not specified,Shine,2025-05-01,Full Time
BIM Engineer - Fire Life Safety,WSP,"Noida, Uttar Pradesh",Not specified,https://www.shine.com/jobs/bim-engineer-fire-life-safety/wsp/17029012,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Billing Engineer - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,Bangalore,Not specified,https://www.shine.com/jobs/mep-billing-engineer-construction/mepa2z-llp/17029533,N/A,Not specified,Shine,2025-05-01,Full Time
Lead Instrumentation Site Design Engineer,Live Connections.,"Pune, United Arab Emirates, Faridabad",Not specified,https://www.shine.com/jobs/lead-instrumentation-site-design-engineer/live-connections/17029578,N/A,Not specified,Shine,2025-05-01,Full Time
MEP Draughtsman - Construction,MEPa2z LLP Hiring For itjobleads01@gmail.com,"Bangalore, Delhi",Not specified,https://www.shine.com/jobs/mep-draughtsman-construction/mepa2z-llp/17029515,N/A,Not specified,Shine,2025-05-01,Full Time
Project Manager Construction MEP /Electrical Engineer,HR JOBS CONSULTANCY,"Pune, Bhubaneswar, Jaipur, Noida, Indore, Lucknow, Gurugram, Kolkata, Jamshedpur, Patna",Not specified,https://www.shine.com/jobs/project-manager-construction-mep-electrical-engineer/hr-jobs-consultancy/17029541,N/A,Not specified,Shine,2025-05-01,Full Time
Biomedical Engineer,SAIKOR SECURITY TRAINING AND SERVICES PRIVATE LIMITED,"Bangalore, Noida, Chennai, Hyderabad, Gurugram, Kolkata, Pune, Mumbai City, Andaman-Nicobar, Port Blair",Not specified,https://www.shine.com/jobs/biomedical-engineer/saikor-security-training-and-services-private-limited/17021164,N/A,Not specified,Shine,2025-05-01,Full Time
